location,Field_Date,Satellite_Date,Days Gaps,Satellite,Sensor,Scene_Cloud_Pct,Buffer_m,Water_Mask,valid_pixels,Target Variable(Chlorophyll-a),mean_SR_B2,mean_SR_B3,mean_SR_B4,mean_SR_B5,mean_SR_B6,mean_SR_B7,med_SR_B2,med_SR_B3,med_SR_B4,med_SR_B5,med_SR_B6,med_SR_B7,sd_SR_B2,sd_SR_B3,sd_SR_B4,sd_SR_B5,sd_SR_B6,sd_SR_B7,mean_ST_B10_K,med_ST_B10_K,mean_NDCI_L8,med_NDCI_L8,mean_MNDWI,med_MNDWI
2,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,2,5.520474,0.0196977455357142,0.0638379464285714,0.0348430548469387,0.0298177455357142,0.0220363329081632,0.0176561511479591,0.0192574999999999,0.0639175,0.0349875,0.0297349999999999,0.0218424999999999,0.0174425,0.00125124999999999,0.000302500000000099,0.000247500000000309,0.000371249999999953,0.00041249999999999,0.000357499999999959,301.216467785229,301.20101258,-0.0777170784800976,-0.0766384569966541,0.486827521514332,0.492079179141354
3,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,7.577678,0.0239703427672956,0.0705608081761006,0.0397763742138364,0.0324303805031446,0.0265771006289308,0.0219042452830188,0.02429,0.06961,0.03914,0.0322375,0.0259675,0.021155,0.00358537383762916,0.00219621549489123,0.00241321966813362,0.00238604653256289,0.0011762658665833,0.0010379808122825,300.831642851396,300.83870246,-0.102060130252448,-0.0980194357577591,0.453229990987896,0.456440274624579
4,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,4.703643,0.0108116834170854,0.0580125314070351,0.0310419064070351,0.025894915201005,0.0240560772613065,0.020964745603015,0.0108699999999999,0.0577024999999999,0.03133,0.0259675,0.02429,0.0212374999999999,0.000852943433059886,0.0000342985260397729,0.000553806273789787,0.000480179364635999,0.000952980704013579,0.000789504943338231,300.398112811608,300.3841058,-0.0904506156199416,-0.0907942808172842,0.413979910575422,0.407109077040427
5,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,6.851606,0.0276109556962025,0.0617783132911392,0.0411328101265822,0.0369922848101265,0.0261124493670886,0.0202594050632911,0.0277824999999999,0.0618549999999999,0.0408725,0.0366374999999999,0.0261875,0.0202749999999999,0.00218070356893262,0.00152337755223938,0.00134447222193522,0.00130849149787064,0.00086293346595594,0.000708981076381225,301.668242934177,301.61801102,-0.0530494480570844,-0.0522047338699989,0.405935119579312,0.405116846977312
6,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,8.969316,0.0190824714104193,0.0554374364675984,0.0291219282083862,0.022297420584498,0.0137123538754764,0.0107048252858958,0.0198899999999999,0.0546225,0.0284425,0.02198,0.0130149999999999,0.0102649999999999,0.00322051496917289,0.00314618375531723,0.00295650225021994,0.0030646841417818,0.00235777643601386,0.00194406825726075,301.854253965235,301.82992826,-0.136774635336326,-0.125783036690862,0.608458705978542,0.609920575453319
7,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,8.757545,0.0224673013871374,0.049415948928121,0.0290469451450189,0.0238262799495586,0.0122740258511979,0.00894510403530895,0.0233549999999999,0.0502225,0.0296249999999999,0.0244,0.0128224999999999,0.00944,0.00018287442564672,0.000517896386033351,0.000916024775259254,0.000819789098894767,0.000820813451535873,0.000740970647191912,300.904567231273,300.88997276,-0.0997115276922174,-0.0967144840351685,0.604394725096221,0.593227060036482
8,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,7.69869,0.0344585069444444,0.0596720138888888,0.0411224305555555,0.0378551736111111,0.0237232291666666,0.0177780208333333,0.034025,0.059985,0.0417249999999999,0.0377649999999999,0.0242624999999999,0.018405,0.00137138970472367,0.00236076817771008,0.00259826090341634,0.00253878607255952,0.00258873548067175,0.00211414416621846,301.48558863909,301.43001992,-0.0419364409742535,-0.0457977559805235,0.433998347091887,0.433995276003849
9,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,2,7.940714,0.0273274936548223,0.0583130837563451,0.0403691941624365,0.0396480171319797,0.0295821446700507,0.0242185628172588,0.0257199999999999,0.0572075,0.0391674999999999,0.0387825,0.0287175,0.02451,0.00258499999999998,0.00141625000000004,0.00166374999999996,0.00093499999999992,0.000550000000000042,0.000563750000000027,300.937838052766,301.02327554,-0.00876837783037861,-0.00493906350224498,0.326790380546104,0.331568228105906
10,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,6.912112,0.0291121143958868,0.0590430719794344,0.0425568573264781,0.0429762853470436,0.0303174839331619,0.0232273971722365,0.0286349999999999,0.0586924999999999,0.04211,0.0428524999999999,0.030175,0.0230249999999999,0.000722714789295717,0.000181490740504892,0.000214194226502167,0.000467949130663534,0.000538887743412303,0.000532456310153352,301.270550395629,301.2386108,0.00491754008817788,0.00422689249504871,0.321469371061834,0.319635861446971
11,06/16/2025,06/22/2025,-6,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,2,7.123883,0.0216233769132653,0.0438763488520408,0.0279957653061224,0.029340950255102,0.0140334470663265,0.00906720663265306,0.0225575,0.0439249999999999,0.02792,0.0287999999999999,0.0130974999999999,0.0084225,0.0016225,0.00199375,0.00195249999999997,0.00144374999999998,0.00169125,0.0014025,302.490390869489,302.475934039999,0.0240294884773063,0.0162028743182452,0.516636965706204,0.516215965059009
1,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,10.845002,0.0209812293519695,0.0695897681067344,0.0401866772554002,0.0373424015247776,0.0301035419313849,0.0240686372299872,0.0214574999999999,0.0690875,0.03958,0.0365,0.0296249999999999,0.0244824999999999,0.00199437681717594,0.00137028636504288,0.00152271550198974,0.00134090506333929,0.000793962460629483,0.000929320988679378,301.410858161118,301.4095118,-0.0366597553016588,-0.0389890584065339,0.396125032650803,0.393691319808641
2,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,2,8.545774,0.0196977455357142,0.0638379464285714,0.0348430548469387,0.0298177455357142,0.0220363329081632,0.0176561511479591,0.0192574999999999,0.0639175,0.0349875,0.0297349999999999,0.0218424999999999,0.0174425,0.00125124999999999,0.000302500000000099,0.000247500000000309,0.000371249999999953,0.00041249999999999,0.000357499999999959,301.216467785229,301.20101258,-0.0777170784800976,-0.0766384569966541,0.486827521514332,0.492079179141354
3,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,9.241593,0.0239703427672956,0.0705608081761006,0.0397763742138364,0.0324303805031446,0.0265771006289308,0.0219042452830188,0.02429,0.06961,0.03914,0.0322375,0.0259675,0.021155,0.00358537383762916,0.00219621549489123,0.00241321966813362,0.00238604653256289,0.0011762658665833,0.0010379808122825,300.831642851396,300.83870246,-0.102060130252448,-0.0980194357577591,0.453229990987896,0.456440274624579
4,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,10.391207,0.0108116834170854,0.0580125314070351,0.0310419064070351,0.025894915201005,0.0240560772613065,0.020964745603015,0.0108699999999999,0.0577024999999999,0.03133,0.0259675,0.02429,0.0212374999999999,0.000852943433059886,0.0000342985260397729,0.000553806273789787,0.000480179364635999,0.000952980704013579,0.000789504943338231,300.398112811608,300.3841058,-0.0904506156199416,-0.0907942808172842,0.413979910575422,0.407109077040427
5,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,10.209689,0.0276109556962025,0.0617783132911392,0.0411328101265822,0.0369922848101265,0.0261124493670886,0.0202594050632911,0.0277824999999999,0.0618549999999999,0.0408725,0.0366374999999999,0.0261875,0.0202749999999999,0.00218070356893262,0.00152337755223938,0.00134447222193522,0.00130849149787064,0.00086293346595594,0.000708981076381225,301.668242934177,301.61801102,-0.0530494480570844,-0.0522047338699989,0.405935119579312,0.405116846977312
6,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,8.182738,0.0190824714104193,0.0554374364675984,0.0291219282083862,0.022297420584498,0.0137123538754764,0.0107048252858958,0.0198899999999999,0.0546225,0.0284425,0.02198,0.0130149999999999,0.0102649999999999,0.00322051496917289,0.00314618375531723,0.00295650225021994,0.0030646841417818,0.00235777643601386,0.00194406825726075,301.854253965235,301.82992826,-0.136774635336326,-0.125783036690862,0.608458705978542,0.609920575453319
7,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,7.154136,0.0224673013871374,0.049415948928121,0.0290469451450189,0.0238262799495586,0.0122740258511979,0.00894510403530895,0.0233549999999999,0.0502225,0.0296249999999999,0.0244,0.0128224999999999,0.00944,0.00018287442564672,0.000517896386033351,0.000916024775259254,0.000819789098894767,0.000820813451535873,0.000740970647191912,300.904567231273,300.88997276,-0.0997115276922174,-0.0967144840351685,0.604394725096221,0.593227060036482
8,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,6.367558,0.0344585069444444,0.0596720138888888,0.0411224305555555,0.0378551736111111,0.0237232291666666,0.0177780208333333,0.034025,0.059985,0.0417249999999999,0.0377649999999999,0.0242624999999999,0.018405,0.00137138970472367,0.00236076817771008,0.00259826090341634,0.00253878607255952,0.00258873548067175,0.00211414416621846,301.48558863909,301.43001992,-0.0419364409742535,-0.0457977559805235,0.433998347091887,0.433995276003849
9,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,2,11.147532,0.0273274936548223,0.0583130837563451,0.0403691941624365,0.0396480171319797,0.0295821446700507,0.0242185628172588,0.0257199999999999,0.0572075,0.0391674999999999,0.0387825,0.0287175,0.02451,0.00258499999999998,0.00141625000000004,0.00166374999999996,0.00093499999999992,0.000550000000000042,0.000563750000000027,300.937838052766,301.02327554,-0.00876837783037861,-0.00493906350224498,0.326790380546104,0.331568228105906
10,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,3,8.182738,0.0291121143958868,0.0590430719794344,0.0425568573264781,0.0429762853470436,0.0303174839331619,0.0232273971722365,0.0286349999999999,0.0586924999999999,0.04211,0.0428524999999999,0.030175,0.0230249999999999,0.000722714789295717,0.000181490740504892,0.000214194226502167,0.000467949130663534,0.000538887743412303,0.000532456310153352,301.270550395629,301.2386108,0.00491754008817788,0.00422689249504871,0.321469371061834,0.319635861446971
11,06/30/2025,06/22/2025,8,LANDSAT_9,Landsat_8_9,10.47,30,QA_PIXEL_AND_MNDWI_gt_0,2,9.937412,0.0216233769132653,0.0438763488520408,0.0279957653061224,0.029340950255102,0.0140334470663265,0.00906720663265306,0.0225575,0.0439249999999999,0.02792,0.0287999999999999,0.0130974999999999,0.0084225,0.0016225,0.00199375,0.00195249999999997,0.00144374999999998,0.00169125,0.0014025,302.490390869489,302.475934039999,0.0240294884773063,0.0162028743182452,0.516636965706204,0.516215965059009
5,07/16/2025,07/24/2025,-8,LANDSAT_9,Landsat_8_9,11.83,30,QA_PIXEL_AND_MNDWI_gt_0,3,6.518823,0.00827490506329113,0.0486425727848101,0.0216807025316455,0.0114332278481012,0.00710977531645569,0.00659340189873417,0.00847749999999999,0.048545,0.0223099999999999,0.0119974999999999,0.00726750000000001,0.00718499999999999,0.00180473951644613,0.000663935028615534,0.00116160150462863,0.00112813329098214,0.000498214868862377,0.000560142590973245,303.685004532405,303.665404999999,-0.312905158454799,-0.303485367046168,0.746156515295933,0.73527001183863
6,07/16/2025,07/24/2025,-8,LANDSAT_9,Landsat_8_9,11.83,30,QA_PIXEL_AND_MNDWI_gt_0,3,6.912112,0.014345378017789,0.047692045743329,0.0220090724269377,0.0112456003811944,0.00578229034307496,0.00541836086404065,0.0152424999999999,0.0477475,0.0220624999999999,0.0112549999999999,0.00561749999999999,0.0051775,0.000888835849112008,0.000450753997948527,0.000213408189991912,0.000246308862113322,0.000370995282988891,0.000466870491202387,303.839076898043,303.781617679999,-0.324411253383265,-0.318935884023314,0.784035844594009,0.789468752927949
8,07/16/2025,07/24/2025,-8,LANDSAT_9,Landsat_8_9,11.83,30,QA_PIXEL_AND_MNDWI_gt_0,3,8.485268,0.000900659722222214,0.0370404166666666,0.0145339930555555,0.0141648958333333,0.00757006944444443,0.00677572916666666,0.000282499999999991,0.0363624999999999,0.0142249999999999,0.0141699999999999,0.00704749999999998,0.006525,0.00422612164598543,0.00198830050266269,0.00240089682317994,0.0022606940306021,0.000495508997563783,0.000370995282988878,302.921661973863,302.90318654,-0.0129391241515886,-0.00193696073252331,0.663901196682153,0.67530522920986
11,07/16/2025,07/24/2025,-8,LANDSAT_9,Landsat_8_9,11.83,30,QA_PIXEL_AND_MNDWI_gt_0,0,14.414856,0.0130424999999999,0.0358125,0.0195049999999999,0.0168375,0.00756999999999999,0.006085,0.0130424999999999,0.0358125,0.0195049999999999,0.0168375,0.00756999999999999,0.006085,,,,,,,304.8275318,304.8275318,-0.0733989131182496,-0.0733989131182496,0.639261394838485,0.64215528867767
1,08/07/2025,08/09/2025,-2,LANDSAT_9,Landsat_8_9,1.91,30,QA_PIXEL_AND_MNDWI_gt_0,3,6.155787,0.0167748125794155,0.0482724459974587,0.025326753494282,0.0296711594663278,0.00845223634053366,0.00439663278271917,0.0168925,0.0484074999999999,0.025115,0.0295975,0.00833999999999998,0.00424249999999998,0.00139399655268187,0.000662033903126327,0.000514477890681522,0.00030650131411721,0.000240089682317999,0.000335304587899816,301.637654863024,301.64193716,0.0790250354801496,0.0819282613662325,0.702064976673959,0.705031013094418
2,08/07/2025,08/09/2025,-2,LANDSAT_9,Landsat_8_9,1.91,30,QA_PIXEL_AND_MNDWI_gt_0,2,5.762498,0.0164460459183673,0.0476069834183673,0.0256713488520408,0.0279505867346938,0.00836301020408163,0.00455924107142856,0.0165075,0.0474449999999999,0.0254175,0.0274387499999999,0.00774874999999999,0.00404999999999999,0.00030250000000001,0.000261250000000384,0.000206250000000126,0.000233749999999893,0.000123749999999963,0.000165000000000001,301.490493587627,301.4778722,0.0420530190925989,0.0409220691145086,0.703665241450692,0.717867990490928
